transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,stock_price,total_trade_amount,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry
5324,2024-01-10,1647,11,0,1676,267.17625,11.165411555482812,18713.229766989192,0,4,0,0,High,4,1
800,2023-02-24,4747,17,1,356,168.65,140.95231898046546,50179.02555704571,1,0,0,0,Mid,4,6
3571,2023-09-15,4955,8,0,119,206.1,331.39724024728497,39436.27158942691,1,0,0,0,High,4,1
2895,2023-07-28,3405,17,0,91,121.72625000000004,179.82026553909316,16363.644164057478,1,0,0,0,Mid,4,6
2928,2023-08-01,4747,12,0,68,189.6,144.6483850766969,9836.09018521539,1,3,0,0,Mid,1,7
8179,2024-08-01,1157,12,0,157,199.32,115.24602385622016,18093.625745426565,1,2,0,0,Mid,1,7
972,2023-03-09,4747,16,0,166,167.99,167.13342159404547,27744.147984611547,1,2,0,0,Mid,3,3
6688,2024-04-15,1166,5,0,1285,267.17625,56.89555414754359,73110.78707959352,1,1,0,0,High,1,2
8576,2024-08-30,1494,5,1,164,258.51,44.09640374494969,7231.810214171749,1,0,0,0,High,1,2
2021,2023-05-26,3588,11,0,213,177.16,18.13751715729628,3863.2911545041075,1,0,0,0,High,4,1
9055,2024-10-02,4747,11,1,82,202.6,7.559502721238215,619.8792231415337,1,4,0,0,High,4,1
953,2023-03-08,845,17,0,27,121.72625000000004,145.88056565419777,3938.77527266334,1,4,0,0,Mid,4,6
5360,2024-01-12,3294,17,1,46,121.72625000000004,211.3054777273265,9720.051975457018,1,0,0,0,Mid,4,6
3858,2023-10-06,4,7,0,417,243.6,126.65864220917784,52816.65380122716,1,0,0,0,High,1,2
5862,2024-02-14,4747,7,0,533,200.75,132.83070098618248,70798.76362563526,1,4,0,0,High,1,2
3146,2023-08-17,4955,5,0,71,203.03,128.4209124879972,9117.884786647803,1,2,0,0,High,1,2
3306,2023-08-29,3588,5,1,63,179.3,114.65468380071192,7223.245079444851,1,3,0,1,High,1,2
3007,2023-08-07,2527,18,0,372,267.17625,50.51226971265071,18790.564333106064,1,1,0,0,Mid,1,2
9002,2024-09-30,4955,8,1,33,206.12,452.7261548171421,14939.96310896569,1,1,0,0,High,4,1
7771,2024-07-02,3075,11,0,472,267.17625,9.368655639056245,4422.005461634548,1,3,0,0,High,4,1
7439,2024-06-06,1185,19,0,83,267.17625,49.91421382752145,4142.87974768428,0,2,0,0,Mid,1,2
7943,2024-07-15,193,5,1,75,251.89,46.9219401634153,3519.1455122561474,1,1,0,0,High,1,2
9239,2024-10-15,3676,6,0,124,187.5,135.0660847105847,16748.194504112504,1,3,0,0,Mid,1,2
1057,2023-03-16,1956,8,0,62,121.72625000000004,309.7240841307704,19202.893216107765,1,2,0,0,High,4,1
3155,2023-08-17,3162,8,0,430,267.17625,360.3490798790773,154950.10434800322,1,2,0,0,High,4,1
3788,2023-10-02,4747,11,1,54,204.55,12.051564968515995,650.7845082998638,1,1,0,0,High,4,1
9190,2024-10-10,193,17,0,230,246.64,141.13652102191733,32461.399835040986,1,2,0,0,Mid,4,6
7826,2024-07-05,3588,5,1,281,184.5,46.34075689467444,13021.752687403517,1,0,0,0,High,1,2
7540,2024-06-14,3588,10,0,68,184.53,76.52915167185085,5203.982313685858,1,0,0,0,Mid,2,0
7232,2024-05-24,4747,5,1,69,202.47,48.215894171838976,3326.896697856889,1,0,0,0,High,1,2
765,2023-02-23,3588,6,1,43,183.29,140.62838841706997,6047.020701934009,1,2,0,0,Mid,1,2
5020,2023-12-22,4906,7,0,62,121.72625000000004,159.99714277378223,9919.822851974499,1,0,0,0,High,1,2
4904,2023-12-15,1513,11,0,58,182.31,13.037843075724648,756.1948983920296,1,0,0,0,High,4,1
8094,2024-07-25,4747,5,1,72,201.24,42.76957600646271,3079.409472465315,1,2,0,0,High,1,2
6844,2024-04-25,4747,12,0,1322,203.46,127.21349224995664,168176.23675444268,1,2,0,0,Mid,1,7
2166,2023-06-06,4747,11,1,37,196.36,21.11686089878514,781.3238532550503,1,3,0,0,High,4,1
1863,2023-05-16,4955,5,0,140,215.48,124.00438135933344,17360.61339030668,1,3,0,0,High,1,2
7851,2024-07-08,193,17,0,99,253.99,107.44490687539005,10637.045780663615,1,1,0,0,Mid,4,6
9124,2024-10-07,4955,17,0,116,205.25,147.10957969055318,17064.711244104168,1,1,0,0,Mid,4,6
2341,2023-06-19,4747,5,0,100,193.8,126.81128709129848,12681.128709129847,1,1,0,0,High,1,2
5528,2024-01-23,4955,11,0,60,208.68,11.909603351831729,714.5762011099038,1,3,0,0,High,4,1
6744,2024-04-18,3588,11,0,319,186.58,11.869745057731318,3786.4486734162906,1,2,0,0,High,4,1
4004,2023-10-18,4309,17,0,51,121.72625000000004,188.0513202685673,9590.617333696933,0,4,0,0,Mid,4,6
1124,2023-03-21,4519,10,0,429,259.76,73.9533112389544,31725.970521511437,0,3,0,0,Mid,2,0
8710,2024-09-10,4023,11,1,30,175.39,6.929111523042966,207.873345691289,1,3,0,0,High,4,1
4050,2023-10-20,3973,19,0,311,267.17625,54.77158902845607,17033.964187849837,1,0,0,0,Mid,1,2
7641,2024-06-21,193,8,0,341,254.2,593.7029038536452,202452.69021409302,1,0,0,0,High,4,1
766,2023-02-23,3588,6,1,79,181.29,140.62838841706997,11109.642684948527,1,2,0,0,Mid,1,2
2345,2023-06-19,1511,5,0,305,267.17625,126.81128709129848,38677.44256284604,1,1,0,0,High,1,2
4072,2023-10-24,4747,11,0,390,203.73,11.75730936992209,4585.350654269615,1,3,0,0,High,4,1
7217,2024-05-23,4747,8,0,81,202.69,529.1891303443109,42864.31955788918,1,2,0,0,High,4,1
4217,2023-11-02,4747,5,0,146,202.64,89.89145924326947,13124.153049517343,1,2,0,0,High,1,2
7953,2024-07-15,1180,11,1,51,267.17625,9.634851082836718,491.37740522467266,1,1,0,0,High,4,1
5971,2024-02-22,1621,12,0,374,267.17625,125.09919277945366,46787.09809951567,1,2,0,0,Mid,1,7
3351,2023-08-31,1513,8,0,219,196.04,332.53513400456484,72825.1943469997,1,2,0,0,High,4,1
4696,2023-12-04,2920,11,0,63,173.91,13.073072478899585,823.6035661706738,1,1,0,0,High,4,1
3400,2023-09-04,4747,16,0,88,197.11,127.04893572401944,11180.306343713712,1,1,0,0,Mid,3,3
4082,2023-10-24,3588,12,0,165,178.97,130.813759429209,21584.270305819486,1,3,0,0,Mid,1,7
9150,2024-10-08,637,17,1,376,182.03,145.0067177973812,54522.525891815334,1,3,0,0,Mid,4,6
1225,2023-03-29,4519,7,0,266,248.75,117.183468664402,31170.80266473093,0,4,0,0,High,1,2
6293,2024-03-15,4747,19,1,22,201.14,50.97965374024393,1121.5523822853665,1,0,0,0,Mid,1,2
3123,2023-08-15,4747,18,1,19,189.66,48.73632107127268,925.9901003541809,1,3,0,0,Mid,1,2
511,2023-02-02,1675,11,0,74,121.72625000000004,24.90924116935852,1843.2838465325306,1,2,0,0,High,4,1
5795,2024-02-08,1363,12,1,113,122.6,128.8374222361533,14558.628712685322,0,2,0,0,Mid,1,7
8182,2024-08-01,3938,18,1,56,207.28,35.586866615391926,1992.8645304619479,1,2,0,0,Mid,1,2
9418,2024-10-25,3588,10,1,190,179.98,74.04924171686324,14069.355926204014,1,0,0,0,Mid,2,0
97,2023-01-06,3588,5,0,23,121.72625000000004,125.3567361879294,2883.2049323223764,1,0,0,0,High,1,2
6682,2024-04-12,3588,9,0,334,184.24,294.12237485268844,98236.87320079794,1,0,0,0,High,0,5
1513,2023-04-18,4666,9,1,36,121.72625000000004,137.0630651482724,4934.270345337806,1,3,0,0,High,0,5
8792,2024-09-16,4747,5,0,101,202.22,45.69477335101958,4615.172108452977,1,1,0,0,High,1,2
120,2023-01-09,868,5,0,222,222.0,130.11487969859573,28885.50329308825,1,1,0,0,High,1,2
7792,2024-07-03,193,12,0,688,254.82,111.00318773725373,76370.19316323056,1,4,0,0,Mid,1,7
6518,2024-04-02,1731,10,0,18,164.6,77.31190859781357,1391.6143547606443,1,3,0,0,Mid,2,0
34,2023-01-03,4955,12,0,343,267.17625,157.96263594264707,54181.18412832794,1,3,0,0,Mid,1,7
7888,2024-07-10,3588,11,1,74,186.31,9.550455173928434,706.7336828707041,1,4,0,0,High,4,1
6831,2024-04-24,4747,8,0,398,202.47,392.4221636021686,156184.0211136631,1,4,0,0,High,4,1
5422,2024-01-17,1166,5,1,125,178.67,142.57486982701903,17821.858728377378,1,4,0,0,High,1,2
1069,2023-03-17,4955,5,1,160,218.64,147.91924597472536,23667.079355956055,1,0,0,0,High,1,2
1348,2023-04-06,4023,17,0,136,252.33,156.76702207539603,21320.31500225386,1,2,0,0,Mid,4,6
4748,2023-12-06,182,17,0,30,267.17625,221.21146450381207,6636.3439351143625,1,4,0,0,Mid,4,6
6006,2024-02-26,1687,11,1,168,139.0,10.5317408274918,1769.3324590186226,1,1,0,0,High,4,1
6040,2024-02-28,167,12,0,92,121.72625000000004,124.64686796100544,11467.511852412501,1,4,0,0,Mid,1,7
3818,2023-10-04,182,5,0,146,267.17625,115.28865821176753,16832.14409891806,1,4,0,0,High,1,2
8447,2024-08-21,1627,8,0,62,121.72625000000004,439.0987989847823,27224.125537056505,0,4,0,0,High,4,1
5270,2024-01-08,3588,5,0,234,177.41,126.1116831165163,29510.133849264814,1,1,0,0,High,1,2
6898,2024-04-30,845,11,0,35,182.89,11.206695972966736,392.23435905383576,1,3,0,0,High,4,1
5310,2024-01-10,1094,5,0,96,191.79,126.98008165742507,12190.087839112806,1,4,0,0,High,1,2
32,2023-01-03,3792,11,0,266,266.0,30.01933522766273,7985.143170558286,0,3,0,0,High,4,1
5675,2024-01-31,2372,11,0,138,206.44,12.973686285390649,1790.3687073839096,1,4,0,0,High,4,1
4387,2023-11-14,1157,5,1,160,186.5,81.00593305496719,12960.949288794749,1,3,0,0,High,1,2
30,2023-01-03,2650,5,0,356,267.17625,131.08143877163977,46664.992202703754,1,3,0,0,High,1,2
4203,2023-11-01,3938,6,0,112,204.44,142.79116840217864,15992.610861044008,1,4,0,0,Mid,1,2
7508,2024-06-12,1200,7,0,191,152.0,144.9861580369836,27692.356185063865,1,4,0,0,High,1,2
736,2023-02-21,4747,11,0,61,145.39,25.794801897532786,1573.4829157494999,1,3,0,0,High,4,1
2068,2023-05-30,4747,17,0,104,198.74,185.50796797388105,19292.82866928363,1,3,0,0,Mid,4,6
107,2023-01-06,1185,11,0,84,267.17625,27.283299029964628,2291.7971185170286,0,0,0,0,High,4,1
9645,2024-11-14,1513,5,0,49,195.86,56.472057036479136,2767.1307947874775,1,2,0,0,High,1,2
8895,2024-09-23,4519,5,1,83,213.65,44.49849939488546,3693.375449775493,0,1,0,0,High,1,2
8021,2024-07-19,4955,11,0,197,205.93,9.078284532046698,1788.4220528131996,1,0,0,0,High,4,1
2233,2023-06-09,3338,18,0,299,267.17625,54.64764706303674,16339.646471847986,1,0,0,0,Mid,1,2
994,2023-03-13,4955,6,0,416,221.64,156.79447918410474,65226.50334058757,1,1,0,0,Mid,1,2
9413,2024-10-25,3938,8,0,34,212.04,447.1893131929865,15204.436648561541,1,0,0,0,High,4,1
7059,2024-05-10,4476,12,0,601,267.17625,132.5154150900412,79641.76446911476,1,0,0,0,Mid,1,7
6790,2024-04-22,653,9,1,33,193.56,312.20512618222966,10302.769164013578,1,1,0,0,High,0,5
361,2023-01-24,4980,8,0,90,121.72625000000004,210.02353400630204,18902.118060567183,1,3,0,0,High,4,1
305,2023-01-20,4300,5,0,349,267.17625,135.24050002959046,47198.934510327075,1,0,0,0,High,1,2
2628,2023-07-11,1513,8,1,83,205.96,347.77749684534416,28865.532238163567,1,3,0,0,High,4,1
8966,2024-09-26,3588,11,1,82,181.59,8.230024481192046,674.8620074577478,1,2,0,0,High,4,1
4514,2023-11-22,324,11,1,30,121.72625000000004,12.891714943668417,386.7514483100525,1,4,0,0,High,4,1
5911,2024-02-19,4955,5,1,27,209.97,100.5247503185992,2714.1682586021784,1,1,0,0,High,1,2
8314,2024-08-12,4023,5,1,25,175.14,41.778649891110895,1044.4662472777725,1,1,0,0,High,1,2
3101,2023-08-15,2426,4,0,167,184.19,65.09422835071345,10870.736134569146,1,3,0,0,Low,1,4
5704,2024-02-01,578,19,0,221,267.17625,52.309762704404136,11560.457557673313,1,2,0,0,Mid,1,2
3899,2023-10-10,1157,14,0,37,170.92,18.79984296358519,695.594189652652,1,3,0,0,Low,1,7
5441,2024-01-17,3777,17,0,26,121.72625000000004,190.2429500238506,4946.316700620116,1,4,0,0,Mid,4,6
7931,2024-07-12,4747,11,1,232,202.45,9.78570359961953,2270.2832351117313,1,0,0,0,High,4,1
622,2023-02-10,417,12,0,1128,267.17625,160.81340539504157,181397.5212856069,0,0,0,0,Mid,1,7
7236,2024-05-24,193,5,0,232,261.7,48.215894171838976,11186.087447866643,1,0,0,0,High,1,2
2499,2023-06-30,193,15,1,9,212.78,61.26362793331315,551.3726513998183,1,0,0,0,Low,1,4
714,2023-02-20,4747,11,0,144,147.24,25.89222963182127,3728.4810669822627,1,1,0,0,High,4,1
8404,2024-08-19,243,11,0,80,121.72625000000004,8.387404859509502,670.9923887607602,1,1,0,0,High,4,1
2856,2023-07-27,4023,7,1,58,221.0,124.68613079265464,7231.795585973969,1,2,0,0,High,1,2
4270,2023-11-06,4522,18,0,72,121.72625000000004,32.974766818009414,2374.183210896678,1,1,0,0,Mid,1,2
2909,2023-07-31,1797,17,0,70,156.4,186.02529555207337,13021.770688645136,1,1,0,0,Mid,4,6
8081,2024-07-24,4628,11,0,286,267.17625,8.689953205194042,2485.326616685496,1,4,0,0,High,4,1
4517,2023-11-22,2931,12,0,68,121.72625000000004,128.58935872878828,8744.076393557603,1,4,0,0,Mid,1,7
1262,2023-03-31,193,9,0,383,184.6,163.0238328933055,62438.127998136006,1,0,0,0,High,0,5
3161,2023-08-17,4700,12,0,26,152.14,137.97329576058303,3587.3056897751585,0,2,0,0,Mid,1,7
971,2023-03-09,2461,12,0,103,121.72625000000004,161.67341972044832,16652.362231206178,1,2,0,0,Mid,1,7
3913,2023-10-11,4747,16,0,10,205.63,131.5398342489514,1315.3983424895139,1,4,0,0,Mid,3,3
5199,2024-01-03,193,8,0,268,259.53,407.9952839543902,109342.73609977656,1,4,0,0,High,4,1
8847,2024-09-18,1157,8,1,574,197.02,459.8613243059508,263960.4001516158,1,4,0,0,High,4,1
260,2023-01-18,4023,6,0,242,162.6,179.85152075438327,43524.06802256075,1,4,0,0,Mid,1,2
3791,2023-10-02,1513,17,0,95,184.44,156.21822756749364,14840.731618911896,1,1,0,0,Mid,4,6
9203,2024-10-11,4747,9,0,269,204.32,327.0500877046507,87976.47359255105,1,0,0,0,High,0,5
488,2023-02-01,4747,12,1,214,158.87,166.34506375341977,35597.84364323183,1,4,0,0,Mid,1,7
7908,2024-07-11,4747,12,0,112,201.85,113.46049448737664,12707.575382586183,1,2,0,0,Mid,1,7
519,2023-02-03,4955,8,0,115,172.58,267.7205277374235,30787.8606898037,1,0,0,0,High,4,1
8343,2024-08-13,653,18,1,134,185.0,33.419649397383466,4478.233019249385,1,3,0,0,Mid,1,2
312,2023-01-20,182,8,0,474,267.17625,222.71764410264737,105568.16330465485,1,0,0,0,High,4,1
3232,2023-08-23,3588,11,0,451,179.12,14.382956297138156,6486.713290009308,1,4,0,0,High,4,1
7933,2024-07-12,4747,11,1,269,202.49,9.78570359961953,2632.3542682976536,1,0,0,0,High,4,1
7458,2024-06-07,4747,16,1,72,202.79,146.20795624599356,10526.972849711536,1,0,0,0,Mid,3,3
9784,2024-11-25,4955,8,0,411,208.08,491.3163962878421,201931.0388743031,1,1,0,0,High,4,1
5184,2024-01-02,4747,11,0,1375,206.36,10.45885616361415,14380.927224969457,1,3,0,0,High,4,1
8077,2024-07-24,182,5,0,229,261.83,41.86413342143192,9586.886553507911,1,4,0,0,High,1,2
6502,2024-04-01,4955,11,1,147,205.72,14.576824417694723,2142.7931894011244,1,1,0,0,High,4,1
6791,2024-04-22,3938,11,0,681,205.82,12.446012673621809,8475.734630736451,1,1,0,0,High,4,1
7773,2024-07-02,4354,11,1,118,136.21,9.368655639056245,1105.501365408637,1,3,0,0,High,4,1
2738,2023-07-19,2372,12,0,102,125.8,146.14976200999854,14907.275725019852,1,4,0,0,Mid,1,7
7842,2024-07-08,193,7,1,347,254.47,143.95250852572585,49951.52045842687,1,1,0,0,High,1,2
6262,2024-03-14,4747,11,1,142,201.33,12.474317307231106,1771.353057626817,1,2,0,0,High,4,1
8206,2024-08-02,1759,14,0,23,121.72625000000004,17.824890229546618,409.9724752795722,1,0,0,0,Low,1,7
1248,2023-03-30,1513,8,0,189,233.41,279.5948754887189,52843.431467367875,1,2,0,0,High,4,1
9336,2024-10-21,1151,18,0,17,170.5,31.95233022146508,543.1896137649063,1,1,0,0,Mid,1,2
4195,2023-11-01,4776,5,1,137,133.5,87.52554365805378,11990.999481153367,1,4,0,0,High,1,2
8001,2024-07-18,3938,5,1,166,206.18,41.433580822310944,6877.974416503616,1,2,0,0,High,1,2
7378,2024-06-04,2871,11,0,240,171.08,9.931865833452308,2383.647800028554,1,3,0,0,High,4,1
3435,2023-09-06,916,12,0,124,124.0,133.4165621478332,16543.653706331315,0,4,0,0,Mid,1,7
5382,2024-01-15,993,11,0,67,121.72625000000004,11.106768664845056,744.1535005446187,1,1,0,0,High,4,1
959,2023-03-09,3588,5,0,146,174.15,141.03220730194897,20590.70226608455,1,2,0,0,High,1,2
417,2023-01-26,2321,19,0,37,121.72625000000004,91.0808414071822,3369.9911320657416,1,2,0,0,Mid,1,2
5742,2024-02-05,4955,17,0,15,211.71,158.02529451183932,2370.37941767759,1,1,0,0,Mid,4,6
6728,2024-04-17,4747,8,0,273,202.91,384.2122509242554,104889.94450232173,1,4,0,0,High,4,1
4382,2023-11-14,4747,1,0,127,200.32,222.88117606733545,28305.909360551603,1,3,0,0,Low,0,5
5197,2024-01-03,193,5,0,93,259.49,114.0661815299968,10608.154882289702,1,4,0,0,High,1,2
1113,2023-03-20,2649,17,0,87,121.72625000000004,157.9022082229737,13737.492115398712,0,1,0,0,Mid,4,6
2689,2023-07-14,4955,12,0,210,204.85,144.11636507538418,30264.43666583068,1,0,0,0,Mid,1,7
6473,2024-03-29,2386,5,1,269,267.17625,66.70449056212078,17943.50796121049,1,0,0,0,High,1,2
8820,2024-09-17,992,8,0,642,267.17625,483.42788878817385,310360.70460200764,1,3,0,0,High,4,1
7808,2024-07-04,845,8,0,167,187.72,481.0540311973022,80336.02320994948,1,2,0,0,High,4,1
3411,2023-09-05,4955,11,1,151,204.48,14.693020976956737,2218.6461675204673,1,3,0,0,High,4,1
81,2023-01-05,4955,11,1,49,267.17625,27.706729626787496,1357.6297517125872,1,2,0,0,High,4,1
4614,2023-11-28,3588,17,0,29,183.09,214.4616818187944,6219.388772745037,1,3,0,0,Mid,4,6
1374,2023-04-10,3938,2,1,50,185.92,13.589505231745902,679.4752615872951,1,1,0,0,Low,4,6
1510,2023-04-18,4747,8,1,86,204.16,311.82770825874195,26817.18291025181,1,3,0,0,High,4,1
6443,2024-03-27,3914,12,0,72,200.45,121.7237118172223,8764.107250840005,1,4,0,0,Mid,1,7
3071,2023-08-11,4955,11,1,342,205.64,16.381599471005593,5602.507019083913,1,0,0,0,High,4,1
3016,2023-08-08,3030,12,0,165,165.0,146.02631739846186,24094.342370746206,1,3,0,0,Mid,1,7
4823,2023-12-11,1262,17,0,111,121.72625000000004,221.48295115049496,24584.60757770494,1,1,0,0,Mid,4,6
7822,2024-07-05,1513,4,1,6,191.55,178.5091425978072,1071.0548555868431,1,0,0,0,Low,1,4
93,2023-01-05,4747,18,0,306,191.0,92.68702380094106,28362.229283087967,1,2,0,0,Mid,1,2
9421,2024-10-25,3588,12,1,200,180.01,96.72807718519672,19345.615437039345,1,0,0,0,Mid,1,7
6600,2024-04-08,3933,8,0,1746,267.17625,381.1562244865166,665498.7679534579,1,1,0,1,High,4,1
